parameter file: /home/dodo/projects/aDNA_Comparative_Analysis/notebooks/par.smartpca
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.geno
snpname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.snp
indivname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.ind
evecoutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.evec
evaloutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.eval
numoutevec: 10
## smartpca version: 18140
norm used

lsqproject used
snps deleted (nodata): 0.  deletesnpoutname: for detailsnumber of samples used: 50 number of snps used: 50
number of pops for axes: 37
Using 31 threads, and partial sum lookup algorithm.
 snp           rs59986066 ignored . allelecnt:     0  missing:    48
 snp           rs11260588 ignored . allelecnt:     0  missing:    37
 snp            rs7540009 ignored . allelecnt:     0  missing:    33
 snp           rs11807848 ignored . allelecnt:     0  missing:    44
 snp            rs9442380 ignored . allelecnt:     0  missing:    41
 snp            rs6670693 ignored . allelecnt:     0  missing:    38
 snp            rs9659213 ignored . allelecnt:     0  missing:    44
 snp            rs3813199 ignored . allelecnt:     0  missing:    33
 snp          rs113791678 ignored . allelecnt:     0  missing:    32
 snp            rs3766186 ignored . allelecnt:     0  missing:    44
total number of snps killed in pass: 10  used: 40
REMOVED outlier I24542_d iter 1 evec 4 sigmage 6.349 pop: Belize_4600BP
number of samples after outlier removal: 49
total number of snps killed in pass: 12  used: 38
mpstats:     0.054    0.582    1.664    2.768760

## Tracy-Widom statistics: rows: 49  cols: 40
  #N    eigenvalue  difference    twstat      p-value effect. n
   1      7.264190          NA     0.929    0.0535703    21.053
   2      5.848048   -1.416142     0.474    0.0971147    22.363
   3      4.773682   -1.074366    -0.070     0.181064    23.337
   4      4.580391   -0.193291     1.580    0.0205602    23.869
   5      3.486352   -1.094039     0.604    0.0825144    26.634
   6      2.559019   -0.927334    -1.539     0.586066    28.312
   7      2.186687   -0.372332    -2.278     0.798747    27.787
   8      2.061576   -0.125110    -1.920     0.702669    26.660
   9      1.921382   -0.140194    -1.579     0.598834    25.761
  10      1.742510   -0.178872    -1.445     0.556327    25.113
  11      1.429560   -0.312950    -2.436     0.835079    24.564
  12      1.332811   -0.096749    -2.197     0.778609    23.161
  13      1.206236   -0.126575    -2.191     0.776979    21.881
  14      1.036546   -0.169691    -2.674     0.881964    20.554
  15      0.976855   -0.059690    -2.340     0.813605    18.842
  16      0.918133   -0.058723    -1.915      0.70133    17.295
  17      0.842040   -0.076093    -1.541     0.586723    16.003
  18      0.777438   -0.064601    -0.891      0.38361    14.970
  19      0.644733   -0.132705    -0.824     0.363907    14.601
  20      0.518529   -0.126204    -0.933     0.396105    14.314
  21      0.412837   -0.105693    -1.140     0.459518    13.863
  22      0.326762   -0.086075    -1.448     0.557367    13.095
  23      0.290295   -0.036467    -0.959      0.40394    11.881
  24      0.257462   -0.032833    -0.014      0.17069    11.227
  25      0.157998   -0.099464    -0.785     0.352845    12.936
  26      0.113996   -0.044002    -1.272      0.50104    12.676
  27      0.105523   -0.008473    -0.278     0.223849    11.402
  28      0.066490   -0.039032    -0.816     0.361621    12.779
  29      0.049670   -0.016820    -0.836     0.367545    12.460
  30      0.037171   -0.012499        NA           NA        NA
  31      0.025611   -0.011560        NA           NA        NA
  32      0.019201   -0.006410        NA           NA        NA
  33      0.013465   -0.005736        NA           NA        NA
  34      0.007962   -0.005503        NA           NA        NA
  35      0.004220   -0.003742        NA           NA        NA
  36      0.002965   -0.001256        NA           NA        NA
  37      0.001422   -0.001542        NA           NA        NA
  38      0.000231   -0.001191        NA           NA        NA
    kurtosis           snps    indivs
popdifference:  Cuba_CanimarAbajo_Archaic  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  England_N_Megalithic         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  Cuba_CanimarAbajo_Archaic      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic             Iraq_PPNA         0.000             1       1       2
popdifference:  Cuba_CanimarAbajo_Archaic      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic     Israel_Natufian_d         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic       Israel_Natufian         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Israel_Natufian_contam         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic           Jordan_PPNB         0.000             1       1       7
popdifference:  Cuba_CanimarAbajo_Archaic    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Cuba_CanimarAbajo_Archaic        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic           Jordan_PPNC         0.000             1       1       3
popdifference:  Cuba_CanimarAbajo_Archaic  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic       Montenegro_MLBA         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Cuba_CanimarAbajo_Archaic              Turkey_N         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  England_N_Megalithic         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:    Czech_IA_Hallstatt      Iran_GanjDareh_N         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt             Iraq_PPNA         0.000             1       1       2
popdifference:    Czech_IA_Hallstatt      Iraq_PPNA_contam         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt     Israel_Natufian_d         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt       Israel_Natufian         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Israel_Natufian_contam         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt           Jordan_PPNB         0.000             1       1       7
popdifference:    Czech_IA_Hallstatt    Jordan_PPNB_contam         0.000             1       1       2
popdifference:    Czech_IA_Hallstatt        Jordan_PPNB_lc         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt           Jordan_PPNC         0.000             1       1       3
popdifference:    Czech_IA_Hallstatt  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt       Montenegro_MLBA         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:    Czech_IA_Hallstatt              Turkey_N         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  England_N_Megalithic         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  Dominican_ElSoco_Ceramic      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic             Iraq_PPNA         0.000             1       1       2
popdifference:  Dominican_ElSoco_Ceramic      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic     Israel_Natufian_d         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic       Israel_Natufian         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Israel_Natufian_contam         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic           Jordan_PPNB         0.000             1       1       7
popdifference:  Dominican_ElSoco_Ceramic    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Dominican_ElSoco_Ceramic        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic           Jordan_PPNC         0.000             1       1       3
popdifference:  Dominican_ElSoco_Ceramic  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic       Montenegro_MLBA         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Dominican_ElSoco_Ceramic              Turkey_N         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  England_N_Megalithic         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  England_BellBeaker_highEEF      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF             Iraq_PPNA         0.000             1       1       2
popdifference:  England_BellBeaker_highEEF      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF     Israel_Natufian_d         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF       Israel_Natufian         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Israel_Natufian_contam         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF           Jordan_PPNB         0.000             1       1       7
popdifference:  England_BellBeaker_highEEF    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  England_BellBeaker_highEEF        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF           Jordan_PPNC         0.000             1       1       3
popdifference:  England_BellBeaker_highEEF  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF       Montenegro_MLBA         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  England_BellBeaker_highEEF              Turkey_N         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  England_N_Megalithic         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  England_BellBeaker_highWHG      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG             Iraq_PPNA         0.000             1       1       2
popdifference:  England_BellBeaker_highWHG      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG     Israel_Natufian_d         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG       Israel_Natufian         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Israel_Natufian_contam         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG           Jordan_PPNB         0.000             1       1       7
popdifference:  England_BellBeaker_highWHG    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  England_BellBeaker_highWHG        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG           Jordan_PPNC         0.000             1       1       3
popdifference:  England_BellBeaker_highWHG  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG       Montenegro_MLBA         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  England_BellBeaker_highWHG              Turkey_N         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  England_N_Megalithic         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  England_MIA_LIA_o1_lc      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc             Iraq_PPNA         0.000             1       1       2
popdifference:  England_MIA_LIA_o1_lc      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc     Israel_Natufian_d         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc       Israel_Natufian         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Israel_Natufian_contam         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc           Jordan_PPNB         0.000             1       1       7
popdifference:  England_MIA_LIA_o1_lc    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  England_MIA_LIA_o1_lc        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc           Jordan_PPNC         0.000             1       1       3
popdifference:  England_MIA_LIA_o1_lc  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc       Montenegro_MLBA         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  England_MIA_LIA_o1_lc              Turkey_N         0.000             1       1       1
popdifference:  England_N_Megalithic  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  England_N_Megalithic  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  England_N_Megalithic      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  England_N_Megalithic             Iraq_PPNA         0.000             1       1       2
popdifference:  England_N_Megalithic      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  England_N_Megalithic  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  England_N_Megalithic     Israel_Natufian_d         0.000             1       1       1
popdifference:  England_N_Megalithic       Israel_Natufian         0.000             1       1       1
popdifference:  England_N_Megalithic  Israel_Natufian_contam         0.000             1       1       1
popdifference:  England_N_Megalithic           Jordan_PPNB         0.000             1       1       7
popdifference:  England_N_Megalithic    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  England_N_Megalithic        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  England_N_Megalithic           Jordan_PPNC         0.000             1       1       3
popdifference:  England_N_Megalithic  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  England_N_Megalithic  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  England_N_Megalithic  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  England_N_Megalithic       Montenegro_MLBA         0.000             1       1       1
popdifference:  England_N_Megalithic  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  England_N_Megalithic  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  England_N_Megalithic              Turkey_N         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc      Iran_GanjDareh_N         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc             Iraq_PPNA         0.000             1       1       2
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc      Iraq_PPNA_contam         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     Israel_Natufian_d         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc       Israel_Natufian         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Israel_Natufian_contam         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc           Jordan_PPNB         0.000             1       1       7
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc           Jordan_PPNC         0.000             1       1       3
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc       Montenegro_MLBA         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc              Turkey_N         0.000             1       1       1
popdifference:  Greece_Delphi_BA_Mycenaean      Iran_GanjDareh_N         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean             Iraq_PPNA        31.721   0.000445642       3       2
popdifference:  Greece_Delphi_BA_Mycenaean      Iraq_PPNA_contam         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean  Israel_MLBA_o_brother.I2200         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean     Israel_Natufian_d         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean       Israel_Natufian         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean  Israel_Natufian_contam         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean           Jordan_PPNB        11.663      0.308273       3       7
popdifference:  Greece_Delphi_BA_Mycenaean    Jordan_PPNB_contam         9.825      0.455949       3       2
popdifference:  Greece_Delphi_BA_Mycenaean        Jordan_PPNB_lc         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean           Jordan_PPNC        10.512      0.396801       3       3
popdifference:  Greece_Delphi_BA_Mycenaean  Jordan_PPNC_1d.rel.I1699         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean  Malawi_Fingira_LSA_6000BP         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean       Montenegro_MLBA         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean  Russia_Samara_EBA_Yamnaya         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean  Russia_Uelen_OldBeringSea         0.000             1       3       1
popdifference:  Greece_Delphi_BA_Mycenaean              Turkey_N         0.000             1       3       1
popdifference:      Iran_GanjDareh_N             Iraq_PPNA         0.000             1       1       2
popdifference:      Iran_GanjDareh_N      Iraq_PPNA_contam         0.000             1       1       1
popdifference:      Iran_GanjDareh_N  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:      Iran_GanjDareh_N     Israel_Natufian_d         0.000             1       1       1
popdifference:      Iran_GanjDareh_N       Israel_Natufian         0.000             1       1       1
popdifference:      Iran_GanjDareh_N  Israel_Natufian_contam         0.000             1       1       1
popdifference:      Iran_GanjDareh_N           Jordan_PPNB         0.000             1       1       7
popdifference:      Iran_GanjDareh_N    Jordan_PPNB_contam         0.000             1       1       2
popdifference:      Iran_GanjDareh_N        Jordan_PPNB_lc         0.000             1       1       1
popdifference:      Iran_GanjDareh_N           Jordan_PPNC         0.000             1       1       3
popdifference:      Iran_GanjDareh_N  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:      Iran_GanjDareh_N  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:      Iran_GanjDareh_N  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:      Iran_GanjDareh_N       Montenegro_MLBA         0.000             1       1       1
popdifference:      Iran_GanjDareh_N  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:      Iran_GanjDareh_N  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:      Iran_GanjDareh_N              Turkey_N         0.000             1       1       1
popdifference:             Iraq_PPNA      Iraq_PPNA_contam         0.000             1       2       1
popdifference:             Iraq_PPNA  Israel_MLBA_o_brother.I2200         0.000             1       2       1
popdifference:             Iraq_PPNA     Israel_Natufian_d         0.000             1       2       1
popdifference:             Iraq_PPNA       Israel_Natufian         0.000             1       2       1
popdifference:             Iraq_PPNA  Israel_Natufian_contam         0.000             1       2       1
popdifference:             Iraq_PPNA           Jordan_PPNB        18.797     0.0429172       2       7
popdifference:             Iraq_PPNA    Jordan_PPNB_contam        25.842    0.00395855       2       2
popdifference:             Iraq_PPNA        Jordan_PPNB_lc         0.000             1       2       1
popdifference:             Iraq_PPNA           Jordan_PPNC        26.613    0.00299811       2       3
popdifference:             Iraq_PPNA  Jordan_PPNC_1d.rel.I1699         0.000             1       2       1
popdifference:             Iraq_PPNA  Malawi_Fingira_LSA_6000BP         0.000             1       2       1
popdifference:             Iraq_PPNA  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       2       1
popdifference:             Iraq_PPNA       Montenegro_MLBA         0.000             1       2       1
popdifference:             Iraq_PPNA  Russia_Samara_EBA_Yamnaya         0.000             1       2       1
popdifference:             Iraq_PPNA  Russia_Uelen_OldBeringSea         0.000             1       2       1
popdifference:             Iraq_PPNA              Turkey_N         0.000             1       2       1
popdifference:      Iraq_PPNA_contam  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:      Iraq_PPNA_contam     Israel_Natufian_d         0.000             1       1       1
popdifference:      Iraq_PPNA_contam       Israel_Natufian         0.000             1       1       1
popdifference:      Iraq_PPNA_contam  Israel_Natufian_contam         0.000             1       1       1
popdifference:      Iraq_PPNA_contam           Jordan_PPNB         0.000             1       1       7
popdifference:      Iraq_PPNA_contam    Jordan_PPNB_contam         0.000             1       1       2
popdifference:      Iraq_PPNA_contam        Jordan_PPNB_lc         0.000             1       1       1
popdifference:      Iraq_PPNA_contam           Jordan_PPNC         0.000             1       1       3
popdifference:      Iraq_PPNA_contam  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:      Iraq_PPNA_contam  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:      Iraq_PPNA_contam  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:      Iraq_PPNA_contam       Montenegro_MLBA         0.000             1       1       1
popdifference:      Iraq_PPNA_contam  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:      Iraq_PPNA_contam  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:      Iraq_PPNA_contam              Turkey_N         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200     Israel_Natufian_d         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200       Israel_Natufian         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200  Israel_Natufian_contam         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200           Jordan_PPNB         0.000             1       1       7
popdifference:  Israel_MLBA_o_brother.I2200    Jordan_PPNB_contam         0.000             1       1       2
popdifference:  Israel_MLBA_o_brother.I2200        Jordan_PPNB_lc         0.000             1       1       1
popdifference:  Israel_MLBA_o_brother.I2200           Jordan_PPNC         0.000             1       1       3
popdifference:  Israel_MLBA_o_brother.I2200  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
